id,ingredient,degree,sugar,base_spirit,glass_id,color_id,occasion_id
2672,"얼음|30 ml,라이 위스키|10 ml,자몽주스|10 ml,트리플 섹",31,9,whisky,2,2,14
2673,"얼음|480 ml,버본|22.5 ml,체리 리큐어|1.88 ml,비터즈",43,0,whisky,7,1,15
2674,"얼음|330 ml,라이 위스키|20 ml,드라이 버무스|20 ml,자몽주스|1 개,마라스키노 베리",36,0,whisky,7,2,15
2675,"얼음|30 ml,스카치 위스키|15 ml,라즈베리 주스|15 ml,스위트 버무스|0.94 ml,오렌지 비터즈|1 개,마라스키노 베리",26,8,whisky,7,2,14
2676,"얼음|480 ml,캐나다 위스키|60 ml,자몽주스|20 ml,레몬 주스|1 개,마라스키노 베리",34,1,whisky,2,2,14
2677,"얼음|480 ml,스카치 위스키|소다수|레몬",43,0,whisky,4,3,14
2678,"얼음|20 ml,스카치 위스키|10 ml,드라이 버무스|10 ml,레몬 주스|10 ml,트리플 섹|10 ml,스위트 버무스|0.94 ml,비터즈",26,10,whisky,7,2,15
2679,"얼음|480 ml,스카치 위스키|15 ml,레몬 주스|15 ml,오렌지 주스",40,0,whisky,7,2,14
2680,"얼음|480 ml,스카치 위스키|480 ml,파인애플 주스|0.94 ml,파스티스|1 개,레몬 껍질",21,6,whisky,7,3,15
2681,"얼음|15 ml,라이 위스키|15 ml,듀보네|15 ml,스위트 버무스|0.94 ml,바이올렛 리큐어|1 개,레몬 껍질|1 개,마라스키노 베리",24,12,whisky,7,2,14
2682,"얼음|30 ml,스카치 위스키|30 ml,스위트 버무스|30 ml,바이올렛 리큐어|1.88 ml,오렌지 비터즈|1.88 ml,파스티스",27,14,whisky,7,7,15
2683,"얼음|60 ml,라이 위스키|30 ml,스위트 버무스|1.88 ml,비터즈|1 개,체리",32,8,whisky,7,2,15
2684,"얼음|30 ml,버본|20 ml,살구 브랜디|10 ml,자몽주스",34,10,whisky,7,2,14
2685,"얼음|480 ml,라이 위스키|0.94 ml,비터즈|0.94 ml,마라스키노 리큐어|0.94 ml,오렌지 비터즈",39,0,whisky,7,3,15
2686,"얼음|30 ml,버본|30 ml,드라이 버무스|1.88 ml,오렌지 비터즈",30,0,whisky,7,2,4
2687,"얼음|30 ml,버본|15 ml,체리 리큐어|15 ml,스위트 버무스|0.94 ml,비터즈",33,11,whisky,7,2,15
2688,"얼음|30 ml,버본|15 ml,칼바도스|15 ml,스위트 버무스|1 개,마라스키노 베리",30,12,whisky,7,2,4
2689,"얼음|30 ml,드라이 버무스|30 ml,스카치 위스키|30 ml,자몽주스|레몬",20,4,whisky,7,2,15
2690,"얼음|330 ml,버본|20 ml,위스키/허니 리큐어|1.88 ml,아마레또|1.88 ml,비터즈",43,1,whisky,7,2,15
2691,"얼음|30 ml,스카치 위스키|15 ml,듀보네|15 ml,트리플 섹|0.94 ml,체리 브랜디",33,12,whisky,7,1,14
2692,"얼음|60 ml,버본|10 ml,핌즈 컵 넘버 1|10 ml,라임 주스|10 ml,레몬 주스|10 ml,슈가시럽|1 웨지,라임",27,6,whisky,2,2,14
2693,"얼음|480 ml,라이 위스키|30 ml,레몬 주스|30 ml,오렌지 주스|20 ml,슈가시럽",34,2,whisky,7,3,15
2694,"얼음|480 ml,라이 위스키|22.5 ml,드라이 버무스|22.5 ml,라임 주스|15 ml,석류즙|1.88 ml,오렌지 비터즈|1 개,레몬 껍질",36,1,whisky,7,1,13
2695,"얼음|480 ml,라이 위스키|2.82 ml,블랙베리 리큐어|1.88 ml,오렌지 비터즈|1.88 ml,슈가시럽",39,0,whisky,7,1,15
2696,"얼음|60 ml,라이 위스키|15 ml,레몬 주스|10 ml,슈가시럽|1.88 ml,오렌지 비터즈",27,5,whisky,7,2,14
2697,"얼음|30 ml,스카치 위스키|15 ml,드라이 버무스|15 ml,핌즈 컵 넘버 1|0.94 ml,파스티스|1 개,마라스키노 베리",26,1,whisky,7,2,14
2698,"30 ml,버본|10 ml,슈가시럽|1 개,오렌지 비터즈|샴페인|복숭아",33,12,whisky|champagne,1,2,14
2699,"얼음|15 ml,드라이 버무스|15 ml,스카치 위스키|15 ml,스위트 버무스",27,8,whisky,7,2,14
2700,"얼음|30 ml,라이 위스키|15 ml,드라이 버무스|15 ml,핌즈 컵 넘버 1|1 개,오렌지",24,1,whisky,7,2,13
2701,"얼음|15 ml,스카치 위스키|15 ml,압생트|15 ml,스위트 버무스|10 ml,슈가시럽",17,17,whisky,7,3,14
2702,"얼음|30 ml,드라이 버무스|30 ml,스카치 위스키|2.82 ml,비터즈|2.82 ml,파스티스",29,0,whisky,7,2,15
2703,"얼음|30 ml,캐나다 위스키|10 ml,라임 주스|10 ml,스웨디시 푼쉬|10 ml,트리플 섹|2.82 ml,체리 리큐어|0.94 ml,비터즈|1 개,오렌지",6,7,whisky,7,2,14
2704,"얼음|60 ml,버본|10 ml,드라이 버무스|10 ml,라임 주스",36,0,whisky,7,2,14
2705,"얼음|30 ml,캐나다 위스키|15 ml,스웨디시 푼쉬|15 ml,스위트 버무스|1 개,레몬 껍질",5,6,whisky,7,2,15
2706,"잘게 부순 얼음|480 ml,라이 위스키|10 ml,물|2 웨지,레몬",39,0,whisky,2,3,14
2707,"얼음|60 ml,스카치 위스키|30 ml,스위트 버무스|0.94 ml,비터즈|1 개,마라스키노 베리",35,8,whisky,7,2,14
2708,"얼음|480 ml,버본|20 ml,자몽주스|20 ml,오렌지 큐라소|0.94 ml,비터즈|1 개,마라스키노 베리",42,1,whisky,7,2,14
2709,"얼음|30 ml,아이리시 위스키|30 ml,스카치 위스키|15 ml,레몬 주스|15 ml,아몬드 시럽|라임 코디얼",14,8,whisky,7,2,14
2710,"얼음|20 ml,드라이 버무스|20 ml,라이 위스키|20 ml,캄파리|1 슬라이스,오렌지",27,4,whisky,7,1,14
2711,"얼음|330 ml,캐나다 위스키|10 ml,오렌지 큐라소|2.82 ml,비터즈|1 슬라이스,레몬|1 슬라이스,오렌지",39,0,whisky,2,1,14
2712,"얼음|30 ml,버본|15 ml,사과즙|사과",30,0,whisky,7,2,15
2713,"얼음|480 ml,아이리시 위스키|1.88 ml,오렌지 큐라소|1.88 ml,파스티스|0.94 ml,비터즈|0.94 ml,마라스키노 리큐어|1 개,오렌지",39,0,whisky,7,2,15
2714,"얼음|480 ml,스카치 위스키|10 ml,레몬 주스|10 ml,슈가시럽|0.94 ml,비터즈|진저엘|오렌지",41,1,whisky,4,2,14
2715,"얼음|480 ml,스카치 위스키|10 ml,바이올렛 리큐어",42,0,whisky,7,7,14
2716,"얼음|60 ml,버본|10 ml,페르넷 브랭커|10 ml,포도 주스|1 개,오렌지",38,2,whisky,7,1,15
2717,"얼음|60 ml,버본|20 ml,드라이 버무스|20 ml,옐로우 샤르트뢰즈|0.94 ml,오렌지 비터즈|1 웨지,레몬",38,5,whisky,2,2,14
2718,"얼음|30 ml,스카치 위스키|30 ml,오렌지 주스|30 ml,위스키/허니 리큐어|1 개,마라스키노 베리",24,11,whisky,7,3,14
2719,"얼음|480 ml,라이 위스키|20 ml,레몬 주스|10 ml,슈가시럽|진저엘",37,1,whisky,4,2,14
2720,"얼음|15 ml,캐나다 위스키|15 ml,스위트 버무스|15 ml,위스키/허니 리큐어|15 ml,옐로우 샤르트뢰즈",22,20,whisky,7,2,15
2721,"얼음|30 ml,버본|15 ml,귤 리큐어|15 ml,스위트 버무스",33,11,whisky,7,2,14
2722,"20 ml,라이 위스키|10 ml,스위트 버무스|1 개,오렌지 비터즈|샴페인",33,8,whisky|champagne,1,2,15
2723,"얼음|480 ml,라이 위스키|소다수",40,0,whisky,4,5,14
2724,"얼음|480 ml,캐나다 위스키|15 ml,캄파리|1 개,레몬 껍질",39,0,whisky,7,1,14
2725,"얼음|30 ml,버본|15 ml,드라이 버무스|0.94 ml,비터즈",35,0,whisky,7,2,14
2726,"얼음|30 ml,스카치 위스키|15 ml,바나나 리큐어|15 ml,크림|15 ml,오렌지 큐라소",26,8,whisky,7,2,15
2727,"얼음|330 ml,버본|10 ml,캄파리|10 ml,트리플 섹|0.94 ml,비터즈|1 개,마라스키노 베리",44,1,whisky,7,1,15
2728,"얼음|30 ml,버본|10 ml,드라이 버무스|20 ml,옐로우 샤르트뢰즈|1 개,마라스키노 베리",38,10,whisky,7,3,15
2729,"얼음|330 ml,버본|20 ml,핌즈 컵 넘버 1|20 ml,스위트 버무스|0.94 ml,아니제트|1 개,마라스키노 베리",41,1,whisky,7,2,15
2730,"얼음|60 ml,버본|330 ml,레몬 주스|30 ml,슈가시럽|소다수|1 웨지,오렌지",6,3,whisky,4,2,14
2731,"얼음|30 ml,버본|15 ml,드라이 버무스|0.94 ml,파스티스",36,0,whisky,7,2,15
2732,"얼음|480 ml,캐나다 위스키|15 ml,레몬 주스|15 ml,파인애플 주스|10 ml,라즈베리 주스|1 슬라이스,레몬|1 개,마라스키노 베리|파인애플",36,0,whisky,7,2,14
2733,"얼음|60 ml,스카치 위스키|15 ml,드라이 버무스|15 ml,스위트 버무스|1.88 ml,비터즈|1 개,체리|1 개,레몬 껍질",34,4,whisky,7,2,15
2734,"얼음|30 ml,라이 위스키|15 ml,체리 리큐어|15 ml,레몬 주스",26,5,whisky,7,2,14
2735,"얼음|30 ml,아이리시 위스키|0.94 ml,비터즈|0.94 ml,파스티스|샴페인",1,0,whisky|champagne,2,2,14
2736,"얼음|30 ml,라이 위스키|15 ml,옐로우 샤르트뢰즈|10 ml,레몬 주스|10 ml,슈가시럽|소다수|1 슬라이스,레몬|1 슬라이스,복숭아",27,14,whisky,4,3,14
2737,"얼음|30 ml,스카치 위스키|15 ml,드라이 버무스|1.88 ml,트리플 섹|0.94 ml,오렌지 비터즈|1 개,마라스키노 베리",34,1,whisky,7,2,15
2738,"얼음|30 ml,버본|10 ml,드라이 버무스|10 ml,캄파리|1 개,레몬 껍질",35,2,whisky,7,1,14
2739,"얼음|480 ml,스카치 위스키|10 ml,복숭아 브랜디|10 ml,화이트 카카오 리큐어",42,0,whisky,7,2,15
2740,"얼음|30 ml,버본|30 ml,캄파리|30 ml,스위트 버무스|오렌지",29,12,whisky,2,2,14
2741,"얼음|330 ml,버본|10 ml,핌즈 컵 넘버 1",43,0,whisky,2,2,15
2742,"얼음|30 ml,라이 위스키|30 ml,스웨디시 푼쉬|15 ml,오렌지 주스|15 ml,라즈베리 주스|0.94 ml,아니제트",13,2,whisky,7,2,14
2743,"얼음|30 ml,버본|10 ml,살구 브랜디|10 ml,스위트 버무스|0.94 ml,파스티스|1 개,마라스키노 베리",38,10,whisky,7,2,14
2744,"얼음|480 ml,캐나다 위스키|15 ml,오렌지 큐라소|0.94 ml,비터즈|1 개,레몬 껍질|1 개,마라스키노 베리",39,0,whisky,7,2,14
2745,"얼음|30 ml,버본|15 ml,파스티스|15 ml,화이트 카카오 리큐어",37,8,whisky,7,2,13
2746,"얼음|60 ml,버본|30 ml,크림|1 개,계란 흰자",30,0,whisky,7,2,13
2747,"얼음|330 ml,버본|20 ml,스위트 버무스|1.88 ml,체리 브랜디|0.94 ml,파스티스",43,1,whisky,7,2,15
2748,"얼음|480 ml,스카치 위스키|20 ml,레몬 주스|20 ml,슈가시럽|0.94 ml,트리플 섹",39,2,whisky,7,3,15
2749,"얼음|30 ml,스카치 위스키|10 ml,드라이 버무스|10 ml,자몽주스",29,2,whisky,7,2,14
2750,"얼음|480 ml,스카치 위스키|630 ml,크림|630 ml,우유|1 개,계란 노른자",11,1,whisky,7,2,14
2751,"얼음|60 ml,스카치 위스키|480 ml,아이스 티|10 ml,포도 주스|2.82 ml,슈가시럽|1.88 ml,레몬 주스",4,13,whisky,2,2,14
2752,"얼음|30 ml,스카치 위스키|15 ml,살구 브랜디|30 ml,크림|15 ml,체리 브랜디",26,7,whisky,7,3,15
2753,"얼음|480 ml,캐나다 위스키|15 ml,드라이 버무스|1.88 ml,파인애플 주스",39,0,whisky,7,2,14
2754,"얼음|30 ml,스카치 위스키|30 ml,레드 포트 와인|10 ml,슈가시럽|1 개,계란 노른자|샴페인",18,7,whisky|champagne,3,3,14
2755,"얼음|480 ml,아이리시 위스키|22.5 ml,스위트 버무스|22.5 ml,그린 샤르트뢰즈|1 개,오렌지",2,2,whisky,7,6,15
2756,"얼음|30 ml,버본|10 ml,레몬 주스|진저엘|레몬",33,0,whisky,4,2,14
2757,"얼음|60 ml,버본|30 ml,셰리|1.88 ml,비터즈",35,1,whisky,7,1,14
2758,"얼음|330 ml,스카치 위스키|20 ml,듀보네|1.88 ml,오렌지 비터즈|레몬",41,0,whisky,7,1,15
2759,"얼음|60 ml,아이리시 위스키|15 ml,드라이 버무스|15 ml,애플잭",8,3,whisky,7,2,14
2760,"얼음|60 ml,스카치 위스키|10 ml,슈가시럽|0.94 ml,비터즈",36,7,whisky,2,1,13
2761,"얼음|30 ml,스카치 위스키|15 ml,트리플 섹|샴페인|1 개,마라스키노 베리",40,12,whisky|champagne,7,2,14
2762,"얼음|15 ml,버본|1.88 ml,살구 브랜디|15 ml,핌즈 컵 넘버 1|15 ml,이탈리안 베르무트|15 ml,트리플 섹|1.88 ml,체리 브랜디",24,15,whisky,7,2,14
2763,"480 ml,스카치 위스키|15 ml,스위트 버무스|0.94 ml,파스티스|1 개,오렌지 비터즈",42,0,whisky,7,2,4
2764,"얼음|잘게 부순 얼음|60 ml,버본|20 ml,레몬 주스|20 ml,오렌지 주스|슈가시럽",27,1,whisky,2,2,14
2765,"얼음|330 ml,버본|20 ml,스위트 버무스|0.94 ml,석류즙|0.94 ml,파스티스",43,1,whisky,7,2,15
2766,"얼음|480 ml,스카치 위스키|10 ml,오렌지 주스|10 ml,스위트 버무스|0.94 ml,그린 샤르트뢰즈|레몬",41,0,whisky,7,2,14
2767,"얼음|480 ml,캐나다 위스키|15 ml,스위트 버무스|0.94 ml,파스티스|1 개,레몬 껍질",39,0,whisky,7,2,14
2768,"얼음|30 ml,버본|10 ml,계란 흰자|10 ml,트리플 섹|1.88 ml,파스티스|7.5 ml,레몬 주스|0.94 ml,석류즙",29,6,whisky,7,1,14
2769,"얼음|30 ml,버본|15 ml,드라이 버무스|15 ml,다크 카카오 리큐어|레몬",33,1,whisky,7,2,15
2770,"얼음|330 ml,버본|20 ml,핌즈 컵 넘버 1|0.94 ml,오렌지 큐라소|1 개,레몬 껍질|1 개,마라스키노 베리",42,0,whisky,7,2,15
2771,"얼음|480 ml,버본|30 ml,레몬 주스|20 ml,슈가시럽|0.94 ml,비터즈|소다수",40,1,whisky,2,2,14
2772,"얼음|30 ml,스카치 위스키|30 ml,듀보네|2.82 ml,트리플 섹|0.94 ml,비터즈|0.94 ml,레몬 주스|0.94 ml,오렌지 주스",27,7,whisky,7,1,14
2773,"얼음|30 ml,드라이 버무스|15 ml,라이 위스키|15 ml,파스티스|슈가시럽|0.94 ml,비터즈",28,3,whisky,7,2,15
2774,"얼음|480 ml,라이 위스키|10 ml,레몬 주스|10 ml,슈가시럽",38,1,whisky,2,2,14
2775,"얼음|480 ml,버본|30 ml,오렌지 주스|20 ml,아몬드 시럽",40,2,whisky,7,3,14
2776,"얼음|60 ml,라이 위스키|30 ml,위스키/허니 리큐어|15 ml,레몬 주스|15 ml,오렌지 주스|1.88 ml,오렌지 비터즈|1 개,마라스키노 베리",27,7,whisky,7,2,14
2777,"얼음|30 ml,버본|10 ml,오렌지 맛 브랜디|30 ml,레몬 주스|15 ml,트리플 섹",26,7,whisky,2,2,14
2778,"얼음|480 ml,스카치 위스키|10 ml,레몬 주스|10 ml,슈가시럽|1.88 ml,아니제트|1 웨지,레몬",41,1,whisky,2,2,14
2779,"얼음|480 ml,스카치 위스키|15 ml,갈리아노|라임",42,0,whisky,2,3,15
2780,"얼음|30 ml,버본|15 ml,듀보네|15 ml,오렌지 큐라소|0.94 ml,파스티스",32,8,whisky,7,1,15
2781,"얼음|480 ml,스카치 위스키|15 ml,레몬 주스|10 ml,석류즙",40,0,whisky,7,2,14
2782,"얼음|60 ml,라이 위스키|20 ml,레몬 주스|10 ml,마라스키노 리큐어|10 ml,오렌지 큐라소|1.88 ml,비터즈|오렌지",29,3,whisky,7,2,14
2783,"얼음|330 ml,스카치 위스키|10 ml,레몬 주스|10 ml,트리플 섹|1.88 ml,파스티스",41,1,whisky,7,3,14
2784,"얼음|30 ml,라이 위스키|15 ml,석류즙|15 ml,스위트 버무스|0.94 ml,오렌지 비터즈",24,12,whisky,7,2,14
2785,"얼음|30 ml,라이 위스키|15 ml,석류즙|15 ml,스위트 버무스|1 개,마라스키노 베리",25,12,whisky,7,1,14
2786,"얼음|30 ml,버본|20 ml,소다수|15 ml,오렌지 큐라소|3 개,오렌지 비터즈|2 조각,오렌지|2 조각,체리",27,8,whisky,2,2,14
2787,"얼음|30 ml,드라이 버무스|30 ml,아이리시 위스키|2.82 ml,아니제트|2.82 ml,비터즈",9,0,whisky,7,2,14
2788,"얼음|480 ml,캐나다 위스키|30 ml,레몬 주스|10 ml,메이플 시럽|1 개,마라스키노 베리|1 개,오렌지",36,1,whisky,2,2,14
2789,"얼음|30 ml,버본|30 ml,라임 주스|슈가시럽",22,3,whisky,1,2,14
2790,"얼음|330 ml,버본|20 ml,핌즈 컵 넘버 1|20 ml,레몬 주스",40,0,whisky,7,2,14
2791,"얼음|30 ml,드라이 버무스|30 ml,아이리시 위스키|2.82 ml,그린 박하 리큐어|2.82 ml,그린 샤르트뢰즈|1 개,그린 올리브",10,1,whisky,7,6,15
2792,"얼음|30 ml,스카치 위스키|15 ml,스위트 버무스|1.88 ml,핌즈 컵 넘버 1|0.94 ml,비터즈|1 개,레몬 껍질",33,8,whisky,7,2,4
2793,"얼음|30 ml,스카치 위스키|10 ml,레몬 주스|10 ml,트리플 섹|10 ml,스위트 버무스",30,10,whisky,7,2,14
2794,"얼음|180 ml,캐나다 위스키|60 ml,레몬 주스|30 ml,라임 주스|오이",26,0,whisky,2,2,22
2795,"얼음|15 ml,버본|15 ml,레드 포트 와인|15 ml,셰리|10 ml,슈가시럽|1 개,레몬 껍질|1 개,오렌지",17,10,whisky,7,1,14
2796,"얼음|20 ml,드라이 버무스|20 ml,라이 위스키|20 ml,스위트 버무스|1.88 ml,비터즈",25,8,whisky,7,2,15
2797,"얼음|60 ml,드라이 버무스|30 ml,라이 위스키|1.88 ml,오렌지 비터즈",24,0,whisky,7,2,15
2798,"얼음|480 ml,버본|90 ml,우유",37,0,whisky,2,3,15
2799,"얼음|15 ml,버본|30 ml,스위트 버무스|2.82 ml,파스티스|0.94 ml,비터즈|0.94 ml,오렌지 비터즈",27,15,whisky,7,5,15
2800,"얼음|20 ml,버본|2.82 ml,비터즈|샴페인|레몬",39,0,whisky|champagne,4,2,14
2801,"얼음|330 ml,라이 위스키|3.76 ml,복숭아 비터즈|10 ml,다크 카카오 리큐어|1 개,레몬 껍질",39,0,whisky,7,2,15
2802,"얼음|30 ml,버본|30 ml,체리 리큐어|20 ml,오렌지 주스",26,9,whisky,7,1,14
2803,"얼음|20 ml,스카치 위스키|480 ml,오렌지 주스|20 ml,체리 브랜디|20 ml,스위트 버무스|1 개,마라스키노 베리|1 슬라이스,오렌지",3,9,whisky,7,3,14
2804,"얼음|30 ml,아이리시 위스키|0.94 ml,비터즈|0.94 ml,레몬 주스",37,0,whisky,7,2,14
2805,"얼음|30 ml,캐나다 위스키|15 ml,석류즙|15 ml,레몬 주스|15 ml,오렌지 주스|0.94 ml,퀴멜|1 개,레몬 껍질",15,6,whisky,7,2,14
2806,"얼음|22.5 ml,라이 위스키|22.5 ml,레몬 주스|22.5 ml,레드 포트 와인|10 ml,슈가시럽|1 개,계란 흰자|파인애플",11,6,whisky,3,2,14
2807,"얼음|480 ml,라이 위스키|1.88 ml,듀보네|1.88 ml,오렌지 큐라소|1.88 ml,파스티스|1 개,레몬 껍질|1 개,오렌지",39,0,whisky,7,1,14
2808,"얼음|30 ml,살구 브랜디|30 ml,스카치 위스키|30 ml,오렌지 주스|1 개,레몬 껍질",26,11,whisky,7,3,14
2809,"얼음|60 ml,캐나다 위스키|20 ml,듀보네|10 ml,트리플 섹|1 개,오렌지",7,6,whisky,7,11,14
2810,"얼음|30 ml,라이 위스키|10 ml,스위트 버무스|1.88 ml,트리플 섹",35,7,whisky,7,2,15
2811,"얼음|30 ml,라이 위스키|15 ml,위스키/허니 리큐어|15 ml,레몬 주스|7.5 ml,바나나 리큐어",26,7,whisky,7,2,15
2812,"얼음|30 ml,드라이 버무스|30 ml,라이 위스키|10 ml,오렌지 큐라소|0.94 ml,아니제트|1 개,레몬 껍질|1 개,마라스키노 베리",28,2,whisky,7,2,14
2813,"얼음|480 ml,스카치 위스키|15 ml,핌즈 컵 넘버 1|0.94 ml,비터즈",41,0,whisky,7,2,13
2814,"얼음|480 ml,스카치 위스키|0.94 ml,드라이 버무스|0.94 ml,오렌지 비터즈|0.94 ml,트리플 섹",42,0,whisky,2,2,15
2815,"얼음|30 ml,버본|15 ml,드라이 버무스|15 ml,석류즙|15 ml,레몬 주스|0.94 ml,파스티스|1 개,마라스키노 베리",21,5,whisky,7,1,15
2816,"얼음|30 ml,스카치 위스키|22.5 ml,위스키/허니 리큐어|7.5 ml,레몬 주스|0.94 ml,비터즈|0.94 ml,화이트 크렘 드 망트",31,9,whisky,7,2,14
2817,"얼음|30 ml,스카치 위스키|30 ml,스위트 버무스|30 ml,바이올렛 리큐어|1.88 ml,오렌지 비터즈|1.88 ml,파스티스",27,14,whisky,7,7,15
2818,"얼음|480 ml,스카치 위스키|15 ml,오렌지 주스|15 ml,위스키/허니 리큐어",41,1,whisky,7,2,14
2819,"얼음|20 ml,버본|20 ml,드라이 버무스|10 ml,블랙베리 브랜디|10 ml,레몬 주스|레몬",21,0,whisky,7,2,15
2820,"얼음|60 ml,버본|60 ml,오렌지 주스|1.88 ml,오렌지 비터즈",22,4,whisky,7,2,14
2821,"얼음|22.5 ml,버본|7.5 ml,드라이 버무스|10 ml,스위트 버무스|7.5 ml,캄파리|7.5 ml,갈리아노|1 개,마라스키노 베리",32,9,whisky,7,2,14
2822,"얼음|30 ml,스카치 위스키|30 ml,레몬 주스|10 ml,슈가시럽|10 ml,트리플 섹|소다수|1 웨지,레몬",20,10,whisky,4,5,14
2823,"얼음|60 ml,버본|30 ml,레몬 주스|20 ml,슈가시럽|20 ml,계란 흰자|15 ml,레드 와인",20,6,whisky,2,2,14
2824,"얼음|60 ml,스카치 위스키|30 ml,위스키/허니 리큐어|1.88 ml,오렌지 비터즈",37,8,whisky,2,1,14
2825,"얼음|60 ml,버본|30 ml,레몬 주스|30 ml,오렌지 주스|0.94 ml,퀴멜|1 개,마라스키노 베리",22,2,whisky,7,3,14
2826,"얼음|330 ml,라이 위스키|20 ml,체리 브랜디|1 개,마라스키노 베리",39,1,whisky,7,1,14
2827,"얼음|15 ml,버본|15 ml,체리 브랜디|15 ml,오렌지 주스|15 ml,위스키/허니 리큐어|0.94 ml,석류즙",27,13,whisky,7,3,14
2828,"얼음|330 ml,스카치 위스키|10 ml,드라이 버무스|10 ml,레드 포트 와인|0.94 ml,비터즈",40,0,whisky,7,2,15
2829,"얼음|480 ml,스카치 위스키|30 ml,오렌지 주스|20 ml,트리플 섹",40,1,whisky,7,3,14
2830,"얼음|30 ml,스카치 위스키|15 ml,드라이 버무스|15 ml,핌즈 컵 넘버 1|0.94 ml,비터즈|1 개,마라스키노 베리",25,1,whisky,7,2,14
2831,"얼음|30 ml,스카치 위스키|10 ml,드라이 버무스|30 ml,귤 리큐어|1.88 ml,레몬 주스",30,8,whisky,7,2,15
2832,"얼음|480 ml,버본|10 ml,라임 주스|10 ml,오렌지 큐라소|1 웨지,라임",43,0,whisky,7,2,14
2833,"얼음|480 ml,아이리시 위스키|30 ml,레몬 주스|20 ml,오렌지 큐라소|10 ml,슈가시럽|1 개,마라스키노 베리",1,1,whisky,7,2,14
2834,"얼음|480 ml,스카치 위스키|10 ml,체리 리큐어|0.94 ml,레몬 주스",42,0,whisky,7,2,14
2835,"얼음|480 ml,아이리시 위스키|10 ml,레몬 주스|소다수|1 웨지,레몬",39,0,whisky,4,3,14
2836,"얼음|60 ml,라이 위스키|22.5 ml,레몬 주스|22.5 ml,오렌지 주스|0.94 ml,석류즙",22,2,whisky,7,3,14
2837,"얼음|480 ml,스카치 위스키|480 ml,오렌지 주스|30 ml,레몬 주스|슈가시럽",20,4,whisky,7,3,14
2838,"얼음|30 ml,라이 위스키|30 ml,오렌지 주스|15 ml,셰리|10 ml,레몬 주스|10 ml,슈가시럽|소다수|1 슬라이스,레몬|1 잎,어린 가지 민트|1 개,딸기",15,8,whisky,4,3,14
2839,"얼음|10 ml,버본|15 ml,체리 브랜디|15 ml,페르넷 브랭커|15 ml,팔레르눔|15 ml,라임 주스",35,13,whisky,7,2,15
2840,"얼음|60 ml,아이리시 위스키|30 ml,라임 주스|10 ml,오렌지 큐라소|10 ml,슈가시럽|소다수",2,8,whisky,2,2,14
2841,"얼음|60 ml,스카치 위스키|20 ml,자몽주스|3.76 ml,석류즙|슈가시럽",30,4,whisky,7,2,14
2842,"얼음|480 ml,스카치 위스키|0.94 ml,석류즙|0.94 ml,오렌지 비터즈|0.94 ml,파스티스",42,0,whisky,7,2,15
2843,"얼음|30 ml,버본|30 ml,셰리|2.82 ml,트리플 섹|1.88 ml,비터즈|1 개,레몬 껍질",31,3,whisky,7,1,14
2844,"얼음|잘게 부순 얼음|480 ml,캐나다 위스키|15 ml,오렌지 큐라소|1.88 ml,비터즈",39,0,whisky,2,1,14
2845,"얼음|30 ml,스카치 위스키|15 ml,드라이 버무스|0.94 ml,비터즈|0.94 ml,옐로우 샤르트뢰즈|1 개,마라스키노 베리",34,0,whisky,7,2,13
2846,"얼음|480 ml,버본|20 ml,오렌지 주스|20 ml,화이트 카카오 리큐어|10 ml,크림",41,1,whisky,7,2,14
2847,"얼음|30 ml,버본|15 ml,그린 큐라소|15 ml,오렌지 큐라소|1 개,레몬 껍질|1 개,마라스키노 베리",29,5,whisky,7,6,15
2848,"얼음|30 ml,스카치 위스키|15 ml,드라이 버무스|15 ml,스위트 버무스|1.88 ml,비터즈|1 개,오렌지",30,6,whisky,7,2,13
2849,"얼음|30 ml,버본|20 ml,화이트 크랜베리 주스|10 ml,레몬 주스|10 ml,트리플 섹|10 ml,슈가시럽|1 개,마라스키노 베리",21,10,whisky,7,2,14
2850,"얼음|30 ml,캐나다 위스키|30 ml,드라이 버무스|30 ml,코디얼 메독",6,0,whisky,7,2,14
2851,"얼음|30 ml,라이 위스키|15 ml,드라이 버무스|0.94 ml,비터즈|0.94 ml,마라스키노 리큐어|0.94 ml,파스티스",32,0,whisky,7,2,14
2852,"얼음|30 ml,스카치 위스키|20 ml,드라이 버무스|10 ml,오렌지 주스|1 개,그린 올리브",27,1,whisky,7,2,14
2853,"얼음|30 ml,아이리시 위스키|30 ml,스위트 버무스|0.94 ml,비터즈",9,12,whisky,7,2,14
2854,"얼음|30 ml,스카치 위스키|20 ml,체리 브랜디|20 ml,레몬 주스|15 ml,계란 흰자|10 ml,스위트 버무스|레몬",23,6,whisky,2,2,14
2855,"얼음|480 ml,라이 위스키|1.88 ml,화이트 크렘 드 망트|1.88 ml,오렌지 비터즈",39,0,whisky,7,2,14
2856,"얼음|20 ml,캐나다 위스키|20 ml,스위트 버무스|10 ml,오렌지 큐라소|10 ml,위스키/허니 리큐어|0.94 ml,비터즈|1 개,레몬 껍질",15,15,whisky,7,2,15
2857,"얼음|20 ml,살구 브랜디|20 ml,드라이 버무스|20 ml,스카치 위스키|0.94 ml,오렌지 비터즈|1 개,마라스키노 베리",31,8,whisky,7,2,15
2858,"얼음|30 ml,버본|10 ml,아니제트|10 ml,스트레가|1 개,오렌지",39,0,whisky,7,2,14
