id,ingredient,degree,sugar,base_spirit,glass_id,color_id,occasion_id
861,"얼음|30 ml,앱솔루트 페퍼|30 ml,깔루아|우유",27,10,vodka,4,2,13
862,"얼음|20 ml,앱솔루트 보드카|22.5 ml,애플 주스|10 ml,블루 큐라소|10 ml,트리플 섹|7.5 ml,그린 바나나 시럽",19,13,vodka,2,2,15
863,"얼음|30 ml,앱솔루트 큐란트|20 ml,성 라파엘|1.88 ml,비터즈|1 개,마라스키노 베리",29,0,vodka,7,7,14
864,"얼음|잘게 부순 얼음|480 ml,앱솔루트 시트론|6 조각,파인애플|3 슬라이스,생강|5 ml,정제된 설탕",39,1,vodka,2,2,15
865,"480 ml,앱솔루트 보드카|22.5 ml,딸기 퓌레|22.5 ml,레몬 주스|22.5 ml,슈가시럽|4 잎,바질|딸기",35,2,vodka,7,1,4
866,"얼음|330 ml,앱솔루트 페어|30 ml,슈가시럽|30 ml,애플 주스|20 ml,레몬 주스|20 ml,라임 주스|샴페인|1 잎,민트",30,4,vodka|champagne,7,3,14
867,"얼음|330 ml,앱솔루트 보드카|10 ml,살구 브랜디|10 ml,계란 노른자|10 ml,석류즙|10 ml,오렌지 주스",36,1,vodka,7,11,14
868,"얼음|480 ml,앱솔루트 라즈베리|1.88 ml,슈가시럽|6 개,라즈베리|2 웨지,라임|3 웨지,오렌지",37,0,vodka,4,1,22
869,"얼음|480 ml,앱솔루트 어피치|150 ml,레몬에이드|1 슬라이스,레몬",30,3,vodka,4,3,14
870,"얼음|30 ml,앱솔루트 보드카|15 ml,블랙 커런트 리큐어|10 ml,크랜베리 주스|10 ml,레몬 주스|사이다",23,7,vodka,4,3,14
871,"얼음|480 ml,앱솔루트 보드카|10 ml,라임과 레몬그라스 코디얼|10 ml,레몬 커드|10 ml,라임 주스|라임 코디얼",37,0,vodka,7,3,14
872,"얼음|480 ml,앱솔루트 와일드 티|150 ml,레몬에이드|1 슬라이스,레몬",30,3,vodka,4,3,4
873,"얼음|20 ml,앱솔루트 보드카|20 ml,드라이 버무스|20 ml,듀보네|0.94 ml,오렌지 비터즈",23,3,vodka,7,1,15
874,"480 ml,앱솔루트 페퍼|토마토",38,0,vodka,8,5,15
875,"480 ml,앱솔루트 실란트로|라임",45,0,vodka,8,5,13
876,"얼음|20 ml,앱솔루트 보드카|20 ml,진|10 ml,캄파리|10 ml,복숭아 리큐어|복숭아",35,6,vodka|gin,7,2,15
877,"얼음|480 ml,앱솔루트 큐란트|150 ml,크랜베리 주스|1 웨지,라임",30,3,vodka,4,1,14
878,"얼음|480 ml,앱솔루트 100|630 ml,크랜베리 주스|630 ml,자몽주스|1 웨지,라임",13,9,vodka,2,1,14
879,"얼음|30 ml,앱솔루트 보드카|15 ml,살구 브랜디|30 ml,오렌지 주스|15 ml,석류즙|15 ml,패션 프루트 시럽|1 개,사과|키위|1 개,마라스키노 베리|민트",16,19,vodka,7,2,14
880,"얼음|480 ml,앱솔루트 애플|22.5 ml,라이치 주스|22.5 ml,라임 주스|22.5 ml,슈가시럽|5 ml,생강|패션 프루트",34,2,vodka,7,3,14
881,"잘게 부순 얼음|480 ml,앱솔루트 시트론|22.5 ml,슈가시럽|2 그램,레몬|2 그램,라임",38,2,vodka,4,3,14
882,"얼음|480 ml,앱솔루트 큐란트|15 ml,슈가시럽|라즈베리 소다|블랙베리|라즈베리",38,1,vodka,4,7,14
883,"얼음|480 ml,앱솔루트 보드카|150 ml,수박 주스|1 슬라이스,수박",30,0,vodka,4,1,22
884,"얼음|480 ml,앱솔루트 실란트로|15 ml,슈가시럽|15 ml,라임 주스|4 조각,멜론|고수",42,1,vodka,2,3,14
885,"얼음|30 ml,앱솔루트 보드카|30 ml,오렌지 주스|15 ml,위스키/허니 리큐어|15 ml,라임 주스|오렌지",18,8,vodka,7,3,14
886,"얼음|30 ml,앱솔루트 보드카|10 ml,크랜베리 주스|10 ml,자몽주스|10 ml,라임 주스|10 ml,트리플 섹|라임",22,9,vodka,7,7,15
887,"얼음|잘게 부순 얼음|480 ml,앱솔루트 페어|90 ml,망고 퓌레|22.5 ml,레몬 주스|22.5 ml,슈가시럽|소다수|1 슬라이스,레몬",31,4,vodka,4,2,14
888,"얼음|20 ml,앱솔루트 보드카|10 ml,블루 큐라소|10 ml,바이올렛 리큐어|10 ml,화이트 카카오 리큐어|7.5 ml,크림",24,12,vodka,7,8,15
889,"얼음|잘게 부순 얼음|480 ml,앱솔루트 맨드린|22.5 ml,루비 자몽주스|0.94 ml,슈가시럽",38,0,vodka,2,2,14
890,"얼음|30 ml,앱솔루트 라즈베리|15 ml,트리플 섹|10 ml,블랙 라즈베리 리큐어|10 ml,포도 주스",28,14,vodka,7,1,14
891,"얼음|480 ml,앱솔루트 보드카|20 ml,블랙베리 리큐어",39,0,vodka,7,1,4
892,"480 ml,앱솔루트 보드카|150 ml,크랜베리 주스(핫)|20 ml,레몬 주스|10 ml,계피 시럽",29,0,vodka,2,1,14
893,"얼음|22.5 ml,앱솔루트 100|22.5 ml,깔루아",33,10,vodka,8,2,14
894,"얼음|30 ml,앱솔루트 보드카|10 ml,체리 리큐어|10 ml,계란 흰자|10 ml,라임 코디얼|10 ml,트리플 섹",25,17,vodka,7,2,14
895,"얼음|잘게 부순 얼음|480 ml,앱솔루트 시트론|1 슬라이스,파인애플 주스|5 ml,정제된 설탕|1 웨지,파인애플",39,1,vodka,2,5,15
896,"얼음|480 ml,앱솔루트 시트론|0.94 ml,슈가시럽|1 조각,파인애플",39,0,vodka,8,5,15
897,"얼음|480 ml,앱솔루트 보드카|120 ml,오렌지 주스|스파클링 와인",32,1,vodka,4,2,14
898,"얼음|20 ml,앱솔루트 보드카|30 ml,캄파리|자몽주스|1 웨지,그레이프프루트",30,7,vodka,4,2,14
899,"잘게 부순 얼음|265 ml,앱솔루트 시트론|5 ml,정제된 설탕|2 슬라이스,파인애플",39,2,vodka,2,3,14
900,"22.5 ml,앱솔루트 100|22.5 ml,샴페인",30,0,vodka|champagne,8,3,14
901,"얼음|480 ml,앱솔루트 애플|15 ml,아몬드향 리큐어|15 ml,레몬 주스",38,0,vodka,7,2,14
902,"얼음|330 ml,앱솔루트 보드카|20 ml,그린 샤르트뢰즈|20 ml,라임 코디얼",37,4,vodka,7,3,15
903,"얼음|20 ml,앱솔루트 보드카|10 ml,데킬라|10 ml,깔루아",33,5,vodka|tequila,8,2,15
904,"얼음|480 ml,앱솔루트 보드카|10 ml,트리플 섹|1.88 ml,오렌지 비터즈|1 개,오렌지",39,0,vodka,7,5,14
905,"얼음|480 ml,앱솔루트 라즈베리|22.5 ml,크랜베리 주스|22.5 ml,라임 주스|사이다|라임",34,0,vodka,4,7,14
906,"얼음|20 ml,앱솔루트 큐란트|20 ml,드라이 버무스|20 ml,스위트 버무스|1 웨지,레몬",26,8,vodka,2,5,15
907,"얼음|330 ml,앱솔루트 맨드린|20 ml,체리 브랜디|4 그램,레몬|귤",39,1,vodka,2,2,14
908,"얼음|480 ml,앱솔루트 보드카|10 ml,소다수|레몬에이드|레몬",39,0,vodka,4,3,14
909,"얼음|20 ml,앱솔루트 맨드린|20 ml,앱솔루트 큐란트|60 ml,파인애플 주스|10 ml,블랙 라즈베리 리큐어|파인애플",16,9,vodka,7,3,14
910,"얼음|480 ml,앱솔루트 100|150 ml,토닉 워터|라임",38,0,vodka,4,5,15
911,"얼음|480 ml,앱솔루트 보드카|3 개,딸기|3 개,포도|4 잎,바질|5 ml,정제된 설탕|1 개,초콜릿과 오렌지 리큐어",39,1,vodka,2,1,15
912,"얼음|60 ml,앱솔루트 보드카|0.94 ml,캄파리|1 개,마라스키노 베리",39,0,vodka,7,7,14
913,"잘게 부순 얼음|480 ml,앱솔루트 보드카|10 ml,딱총나무 꽃 코디얼|10 ml,슈가시럽|레몬그라스|1 잎,어린 가지 민트",38,1,vodka,2,5,14
914,"얼음|22.5 ml,앱솔루트 맨드린|22.5 ml,키위 퓌레|프로세코",20,0,vodka,1,3,14
915,"얼음|480 ml,앱솔루트 큐란트|0.94 ml,라임 코디얼|0.94 ml,라임 주스|0.94 ml,물|라임",39,0,vodka,7,6,15
916,"22.5 ml,앱솔루트 어피치|22.5 ml,복숭아 넥타|프로세코",20,0,vodka,1,2,14
917,"얼음|480 ml,앱솔루트 보드카|30 ml,석류 주스|30 ml,자몽주스|10 ml,꿀|4 개,민트잎",34,2,vodka,2,1,15
918,"얼음|15 ml,앱솔루트 보드카|15 ml,버본|15 ml,체리 브랜디|15 ml,트리플 섹|오렌지",38,14,vodka|whisky,7,2,14
919,"얼음|480 ml,앱솔루트 어피치|150 ml,토닉 워터|0.94 ml,석류즙|1 웨지,라임",30,0,vodka,4,7,14
920,"얼음|480 ml,앱솔루트 시트론|감로 멜론",40,0,vodka,8,5,14
921,"얼음|480 ml,앱솔루트 보드카|15 ml,드라이 버무스|330 ml,캄파리",33,5,vodka,7,1,4
922,"얼음|480 ml,앱솔루트 보드카|330 ml,복숭아 퓌레|15 ml,복숭아 리큐어|10 ml,크림|복숭아",23,6,vodka,2,3,4
923,"얼음|480 ml,앱솔루트 큐란트|480 ml,애플 주스|22.5 ml,소다수|10 ml,블랙베리 리큐어|2 웨지,라임",19,5,vodka,4,3,14
924,"얼음|20 ml,앱솔루트 애플|10 ml,애플 주스|10 ml,칼바도스|0.94 ml,비터즈|샴페인|사과",3,8,vodka|champagne,1,3,15
925,"얼음|30 ml,앱솔루트 보드카|15 ml,화이트 초콜릿 리큐어|0.94 ml,귤 리큐어|0.94 ml,오렌지 비터즈|1 개,마라스키노 베리|민트",32,6,vodka,7,5,13
926,"얼음|480 ml,앱솔루트 루비 레드|22.5 ml,레몬 주스|22.5 ml,슈가시럽|1 개,체리|1 슬라이스,레몬",32,2,vodka,2,3,14
927,"480 ml,앱솔루트 보드카|480 ml,샴페인|1 개,레몬 아이스캔디",25,0,vodka|champagne,4,3,15
928,"얼음|30 ml,앱솔루트 보드카|60 ml,파인애플 주스|30 ml,오렌지 주스|15 ml,아마레또",8,9,vodka,4,3,14
929,"얼음|480 ml,앱솔루트 보드카|15 ml,복숭아와 캐러웨이 시럽|1.88 ml,오렌지 비터즈",38,0,vodka,7,2,13
930,"얼음|480 ml,앱솔루트 어피치|30 ml,레몬 주스|20 ml,슈가시럽|소다수|1 웨지,레몬",36,1,vodka,4,5,22
931,"30 ml,앱솔루트 보드카|30 ml,요거트|10 ml,슈가시럽|딸기",17,7,vodka,7,5,13
932,"480 ml,앱솔루트 보드카|20 ml,라임 주스|20 ml,슈가시럽|6 개,민트잎",36,2,vodka,7,4,22
933,"얼음|30 ml,앱솔루트 보드카|20 ml,트리플 섹|10 ml,라임 주스|10 ml,레몬 주스|2.82 ml,오렌지 비터즈|2.82 ml,비터즈",25,10,vodka,7,2,15
934,"잘게 부순 얼음|480 ml,앱솔루트 페어|480 ml,찬 에스프레소 커피|5 ml,정제된 설탕",19,0,vodka,2,2,14
935,"얼음|20 ml,앱솔루트 보드카|20 ml,앱솔루트 시트론|30 ml,레몬 주스|10 ml,슈가시럽|10 ml,트리플 섹|1 개,레몬 껍질",21,9,vodka,7,3,14
936,"얼음|480 ml,앱솔루트 보드카|22.5 ml,신선한 애플 주스|15 ml,레몬 주스|15 ml,아몬드 시럽|1.88 ml,복숭아 비터즈|1 개,아몬드",35,1,vodka,7,3,14
937,"얼음|잘게 부순 얼음|480 ml,앱솔루트 페어|4 개,포도|4 잎,바질|5 ml,정제된 설탕",39,1,vodka,2,3,15
938,"얼음|480 ml,앱솔루트 보드카|120 ml,핑크 그레이프프루트 주스|1 웨지,그레이프프루트",32,0,vodka,4,7,14
939,"얼음|30 ml,앱솔루트 보드카|15 ml,신선한 애플 주스|15 ml,바닐라 리큐어|사과",25,7,vodka,7,2,14
940,"얼음|22.5 ml,앱솔루트 시트론|22.5 ml,앱솔루트 큐란트|510 ml,신선한 애플 주스|20 ml,레몬 주스|15 ml,팔레르눔|2.82 ml,비터즈|1 웨지,그린 애플 시럽",4,10,vodka,7,2,14
941,"얼음|30 ml,앱솔루트 보드카|0.94 ml,드라이 버무스|30 ml,자몽주스|10 ml,슈가시럽|10 ml,트리플 섹",19,15,vodka,7,3,14
942,"얼음|20 ml,앱솔루트 보드카|20 ml,버본|20 ml,드라이 버무스|0.94 ml,비터즈|1 개,그린 올리브",33,0,vodka|whisky,7,2,4
943,"얼음|20 ml,앱솔루트 보드카|330 ml,성 라파엘|1 개,레몬",18,0,vodka,7,7,14
944,"480 ml,앱솔루트 라즈베리|10 ml,블랙베리 시럽|크랜베리 주스(핫)|1 개,오렌지",37,0,vodka,4,1,14
945,"얼음|480 ml,앱솔루트 보드카|22.5 ml,레몬 주스|22.5 ml,오렌지 주스|22.5 ml,슈가시럽|망고",35,2,vodka,2,3,14
946,"얼음|22.5 ml,앱솔루트 큐란트|22.5 ml,트리플 섹|20 ml,라임 주스|20 ml,석류 주스|라임",19,11,vodka,7,7,14
947,"얼음|20 ml,앱솔루트 보드카|20 ml,라이트 럼|20 ml,블랙 커런트 리큐어|15 ml,라임 주스|10 ml,슈가시럽",23,13,vodka|rum,2,2,14
948,"얼음|330 ml,앱솔루트 보드카|15 ml,체리 브랜디|7.5 ml,스위트 버무스|1 개,오렌지",39,1,vodka,7,5,22
949,"얼음|480 ml,앱솔루트 보드카|22.5 ml,라임 주스|20 ml,슈가시럽|8 잎,민트",36,2,vodka,7,5,4
950,"얼음|480 ml,앱솔루트 맨드린|150 ml,콜라",30,2,vodka,4,2,14
951,"얼음|480 ml,앱솔루트 큐란트|150 ml,애플 주스|1 웨지,레몬|3 개,블랙 커런트",30,2,vodka,4,3,14
952,"얼음|330 ml,앱솔루트 보드카|10 ml,살구 브랜디|30 ml,라임 주스|10 ml,딱총나무 꽃 코디얼|패션 프루트",36,2,vodka,7,3,14
953,"잘게 부순 얼음|480 ml,앱솔루트 보드카|식용 꽃|22.5 ml,꿀|22.5 ml,레몬 주스|소다수",36,3,vodka,4,3,14
954,"얼음|480 ml,앱솔루트 보드카|22.5 ml,오이피클 국물|15 ml,라임 주스|3 개,오이피클|진저비어",37,0,vodka,4,5,14
955,"얼음|30 ml,앱솔루트 보드카|15 ml,살구 브랜디|15 ml,레몬 주스|레몬에이드",28,6,vodka,4,3,14
956,"얼음|480 ml,앱솔루트 보드카|비터즈|20 ml,슈가시럽|15 ml,라임 주스|15 ml,레몬 주스|소다수",36,2,vodka,4,5,14
957,"얼음|30 ml,앱솔루트 보드카|15 ml,옐로우 샤르트뢰즈|1 개,마라스키노 베리",40,10,vodka,7,3,15
958,"얼음|잘게 부순 얼음|480 ml,앱솔루트 큐란트|22.5 ml,체리 퓌레|1.88 ml,라임 주스|체리",38,0,vodka,2,1,14
959,"얼음|30 ml,앱솔루트 보드카|15 ml,살구 브랜디|15 ml,트리플 섹|레몬",37,15,vodka,7,2,4
960,"얼음|480 ml,앱솔루트 맨드린|22.5 ml,레몬 주스|22.5 ml,슈가시럽|1 웨지,오렌지",36,2,vodka,2,3,14
961,"얼음|22.5 ml,앱솔루트 루비 레드|15 ml,레몬 주스|7.5 ml,슈가시럽|1 웨지,그레이프프루트",17,8,vodka,8,6,22
962,"얼음|60 ml,앱솔루트 주스 애플|15 ml,레몬 주스|15 ml,꿀 시럽|진저비어|1 개,오렌지",23,0,vodka,4,3,9
963,"480 ml,앱솔루트 바니리아|480 ml,커피|480 ml,크림",12,0,vodka,2,7,15
964,"얼음|22.5 ml,앱솔루트 보드카|22.5 ml,슈가시럽|망고",20,25,vodka,8,5,14
965,"얼음|480 ml,앱솔루트 바니리아|1.88 ml,자몽주스|크랜베리 주스",37,0,vodka,4,1,14
966,"얼음|480 ml,앱솔루트 보드카|90 ml,자몽주스|10 ml,트리플 섹",33,2,vodka,7,3,14
967,"얼음|10 ml,앱솔루트 보드카|330 ml,멜론 리큐어|10 ml,헤이즐넛 리큐어|10 ml,라임 주스|10 ml,복숭아 리큐어",20,19,vodka,7,6,14
968,"얼음|480 ml,앱솔루트 와일드 티|22.5 ml,레몬 주스|20 ml,슈가시럽",36,1,vodka,7,3,22
969,"얼음|480 ml,앱솔루트 보드카|630 ml,애플 주스|22.5 ml,레몬 주스|1.88 ml,석류즙|0.94 ml,오렌지 비터즈|사과",16,6,vodka,7,2,14
970,"얼음|20 ml,앱솔루트 시트론|20 ml,귤 리큐어|10 ml,압생트|사이다|귤",26,9,vodka,4,3,14
971,"얼음|480 ml,앱솔루트 라즈베리|150 ml,크랜베리 주스|파인애플|1 개,라즈베리",29,3,vodka,4,7,14
972,"얼음|480 ml,앱솔루트 보드카|480 ml,배 주스|소다수|오렌지",20,0,vodka,2,5,15
973,"얼음|330 ml,앱솔루트 보드카|20 ml,블랙베리 리큐어|20 ml,라임 주스|10 ml,계란 흰자|10 ml,슈가시럽",34,2,vodka,7,1,14
974,"얼음|30 ml,앱솔루트 보드카|10 ml,드라이 버무스|20 ml,오렌지 큐라소",32,6,vodka,7,7,14
975,"얼음|480 ml,앱솔루트 루비 레드|1 개,패션 프루트",35,0,vodka,7,5,14
976,"얼음|480 ml,앱솔루트 페퍼|1.88 ml,드라이 버무스",37,0,vodka,7,5,14
977,"얼음|480 ml,앱솔루트 바니리아|15 ml,라임 주스|진저비어|1 개,바닐라|1 웨지,라임",36,0,vodka,5,5,14
978,"얼음|480 ml,앱솔루트 큐란트|2.82 ml,슈가시럽|블루베리",39,0,vodka,8,5,15
979,"얼음|30 ml,앱솔루트 보드카|510 ml,콜라|22.5 ml,깔루아|22.5 ml,크림",2,10,vodka,4,2,15
980,"얼음|480 ml,앱솔루트 보드카|10 ml,드라이 버무스|그린 올리브",39,0,vodka,2,5,21
981,"얼음|30 ml,앱솔루트 보드카|10 ml,드라이 버무스|10 ml,레몬 주스|1 개,그린 올리브",27,0,vodka,7,3,15
982,"얼음|30 ml,앱솔루트 보드카|15 ml,복숭아맛 버본|오렌지 주스|오렌지",39,1,vodka,4,3,14
983,"얼음|30 ml,앱솔루트 보드카|30 ml,크림|30 ml,갈리아노|1.88 ml,라임 주스",23,6,vodka,7,3,14
984,"얼음|30 ml,앱솔루트 보드카|30 ml,크림|15 ml,깔루아",19,4,vodka,7,2,15
985,"480 ml,앱솔루트 큐란트|0.94 ml,드라이 버무스|0.94 ml,슈가시럽|3 개,블랙베리",39,0,vodka,7,7,14
986,"얼음|10 ml,앱솔루트 시트론|30 ml,압생트|30 ml,라임 주스|30 ml,멜론 리큐어",10,9,vodka,2,6,14
987,"15 ml,앱솔루트 루비 레드|30 ml,크랜베리 주스|샴페인",11,8,vodka|champagne,1,3,14
988,"얼음|150 ml,콤부차|255.0 ml,앱솔루트 패션프루트|7.5 ml,설탕 시럽|1 슬라이스,레몬|1 잎,어린 가지 민트",23,0,vodka,3,3,22
989,"얼음|480 ml,앱솔루트 시트론|150 ml,코코넛 워터|630 ml,핑크 그레이프프루트 주스|1 개,그레이프프루트",15,0,vodka,4,3,14
990,"얼음|30 ml,자메이카 타입의 다크 럼|10 ml,앱솔루트 보드카|330 ml,파인애플 주스|20 ml,바나나 리큐어|10 ml,석류즙|10 ml,라임 주스",5,12,vodka|rum,4,2,14
991,"얼음|480 ml,앱솔루트 보드카|20 ml,갈리아노|패션 프루트 주스|1 슬라이스,그레이프프루트",39,0,vodka,4,3,4
992,"얼음|480 ml,앱솔루트 100|630 ml,오렌지 주스|22.5 ml,레몬 주스|22.5 ml,슈가시럽",20,5,vodka,2,3,14
993,"얼음|30 ml,앱솔루트 보드카|30 ml,귤 리큐어",32,10,vodka,7,2,14
994,"얼음|22.5 ml,앱솔루트 바니리아|22.5 ml,라임 주스|22.5 ml,트리플 섹",24,14,vodka,8,5,14
995,"얼음|330 ml,앱솔루트 시트론|20 ml,트리플 섹|20 ml,라임 주스|15 ml,포도 주스|1 개,오렌지",36,2,vodka,7,3,13
996,"잘게 부순 얼음|480 ml,앱솔루트 큐란트|10 ml,레몬 주스|4 조각,딸기|3 잎,민트|2 조각,생강",39,0,vodka,2,2,13
997,"얼음|30 ml,앱솔루트 보드카|15 ml,살구 브랜디|15 ml,드라이 버무스|0.94 ml,비터즈",32,6,vodka,7,7,14
998,"20 ml,앱솔루트 보드카|660 ml,커피|660 ml,레드 와인|슈가시럽",7,0,vodka,3,2,14
999,"얼음|480 ml,앱솔루트 시트론|10 ml,살구 브랜디|10 ml,블루 큐라소|10 ml,레몬 주스",38,1,vodka,7,5,14
1000,"얼음|480 ml,앱솔루트 보드카|150 ml,소다수|레몬",30,2,vodka,2,5,14
1001,"얼음|480 ml,앱솔루트 베리 아사이|30 ml,레몬 주스|20 ml,슈가시럽|1 개,계란 흰자|3 개,블루베리",31,1,vodka,2,3,22
1002,"얼음|480 ml,앱솔루트 루비 레드|150 ml,자몽주스|1 웨지,그레이프프루트",26,3,vodka,4,3,14
1003,"얼음|480 ml,앱솔루트 실란트로|90 ml,레몬에이드|소다수|레몬",37,2,vodka,2,3,15
1004,"얼음|330 ml,앱솔루트 시트론|10 ml,블루 큐라소|10 ml,레몬 주스|10 ml,멜론 리큐어|10 ml,윌리엄 페어 리큐어|1 개,오렌지",37,2,vodka,7,6,14
1005,"480 ml,앱솔루트 어피치|꿀|150 ml,뜨거운 차|1 개,오렌지|생강",30,0,vodka,4,2,14
1006,"얼음|30 ml,앱솔루트 엘릭스|60 ml,수박 주스|60 ml,파인애플 주스|60 ml,라임 주스|1 꼬집,소금|1 슬라이스,멜론",6,5,vodka,5,7,22
1007,"얼음|30 ml,앱솔루트 보드카|15 ml,패션 프루트 리큐어|자몽주스|패션 프루트",39,8,vodka,4,2,14
1008,"얼음|480 ml,앱솔루트 히비스커스|480 ml,파인애플 주스|20 ml,구아바 주스|1.88 ml,비터즈|7.5 ml,라임 주스|라임",19,6,vodka,4,2,15
1009,"얼음|480 ml,앱솔루트 보드카|150 ml,토닉 워터|1 슬라이스,그레이프프루트",30,0,vodka,4,5,15
1010,"얼음|잘게 부순 얼음|480 ml,앱솔루트 시트론|4 그램,키위|5 ml,정제된 설탕",39,1,vodka,2,6,15
1011,"얼음|30 ml,앱솔루트 시트론|15 ml,갈리아노|15 ml,박하 아이스티|1 개,레몬 껍질",28,5,vodka,7,2,14
1012,"얼음|30 ml,앱솔루트 보드카|30 ml,체리 브랜디|30 ml,오렌지 주스|1 개,오렌지",25,9,vodka,7,3,14
1013,"잘게 부순 얼음|22.5 ml,앱솔루트 바니리아|22.5 ml,트리플 섹|1.88 ml,레몬 주스|0.94 ml,슈가시럽|레몬그라스",34,17,vodka,2,5,14
1014,"얼음|30 ml,앱솔루트 보드카|10 ml,오드비|10 ml,스위트 버무스|0.94 ml,비터즈|0.94 ml,오렌지 비터즈",27,4,vodka,7,3,14
1015,"얼음|480 ml,앱솔루트 와일드 티|150 ml,진저엘|0.94 ml,라임 주스|1 슬라이스,라임",30,0,vodka,4,2,15
1016,"얼음|330 ml,앱솔루트 보드카|30 ml,라임 주스|15 ml,라이치 리큐어|15 ml,진저 시럽|10 ml,딱총나무 꽃 코디얼|1 개,라임 코디얼",34,2,vodka,7,6,22
1017,"얼음|480 ml,앱솔루트 바니리아|90 ml,우유|480 ml,블루베리 시럽|1 개,블루베리",17,0,vodka,2,2,14
1018,"얼음|480 ml,앱솔루트 주스 애플|60 ml,레드 와인|15 ml,트리플 섹|3.76 ml,비터즈|2 슬라이스,오렌지|2 슬라이스,사과|2 개,포도",32,1,vodka,3,1,9
1019,"30 ml,앱솔루트 보드카|15 ml,블루베리 시럽|샴페인",26,0,vodka|champagne,1,3,14
1020,"얼음|480 ml,앱솔루트 실란트로|480 ml,루비 자몽주스|15 ml,슈가시럽|그레이프프루트",22,0,vodka,4,7,4
1021,"얼음|잘게 부순 얼음|480 ml,앱솔루트 페어|4 슬라이스,배|1 꼬집,계피|5 ml,정제된 설탕",39,1,vodka,2,3,14
1022,"얼음|330 ml,앱솔루트 보드카|20 ml,아마레또|20 ml,크림",35,1,vodka,2,4,15
1023,"얼음|480 ml,앱솔루트 라즈베리|150 ml,토닉 워터|라임",29,0,vodka,4,5,14
1024,"얼음|480 ml,앱솔루트 보드카|30 ml,라임 주스|20 ml,라즈베리 시럽|10 ml,릴렛 블랑|10 ml,계란 흰자",34,2,vodka,7,1,14
1025,"얼음|60 ml,앱솔루트 시트론",40,0,vodka,7,5,22
1026,"얼음|22.5 ml,앱솔루트 바니리아|22.5 ml,칼바도스|1.88 ml,계피 시럽",24,12,vodka,7,2,14
1027,"얼음|480 ml,앱솔루트 보드카|15 ml,차이 녹차 시럽|오렌지 소다",38,0,vodka,4,2,14
1028,"얼음|30 ml,앱솔루트 페어|15 ml,오렌지 맛 브랜디|15 ml,크림",29,3,vodka,8,5,14
1029,"얼음|480 ml,앱솔루트 큐란트|20 ml,초콜릿 리큐어|1 개,마라스키노 베리",39,0,vodka,7,1,13
1030,"얼음|480 ml,앱솔루트 루비 레드|6 슬라이스,탄제린|5 잎,바질|5 ml,정제된 설탕",34,1,vodka,2,2,15
1031,"얼음|480 ml,앱솔루트 라즈베리|0.94 ml,슈가시럽|5 개,블루베리",37,0,vodka,8,10,15
1032,"얼음|480 ml,앱솔루트 라즈베리|20 ml,계피 슈납스 리큐어|20 ml,레몬 주스|1 개,라즈베리",35,0,vodka,7,3,14
1033,"얼음|480 ml,앱솔루트 보드카|330 ml,신선한 애플 주스|10 ml,끓는 물|10 ml,꿀|10 ml,레몬 주스|소다수|레몬",22,5,vodka,4,3,15
1034,"얼음|22.5 ml,앱솔루트 시트론|22.5 ml,버터스카치 슈납스|1.88 ml,라임 주스|소다수|1 슬라이스,레몬",28,11,vodka,4,5,14
1035,"얼음|480 ml,앱솔루트 바니리아|150 ml,오렌지 주스|0.94 ml,크랜베리 시럽|0.94 ml,라임 주스|소다수|1 웨지,라임",28,2,vodka,4,3,15
1036,"얼음|20 ml,에이지드 쿠바럼|20 ml,앱솔루트 보드카|20 ml,다크 카카오 리큐어",35,3,vodka|rum,7,2,15
1037,"22.5 ml,앱솔루트 바니리아|1.88 ml,오렌지 비터즈|샴페인",35,0,vodka|champagne,7,2,14
1038,"얼음|480 ml,앱솔루트 보드카|15 ml,트리플 섹|1.88 ml,레몬 주스|1 개,레몬 껍질",39,1,vodka,7,5,14
1039,"얼음|잘게 부순 얼음|480 ml,앱솔루트 보드카|4 웨지,레몬|5 ml,간 생강|10 ml,정제된 설탕|생강",38,2,vodka,2,3,13
1040,"얼음|330 ml,앱솔루트 보드카|10 ml,위스키/허니 리큐어|2.82 ml,캄파리",39,0,vodka,7,7,14
1041,"얼음|22.5 ml,앱솔루트 보드카|22.5 ml,애플 주스|22.5 ml,캄파리|22.5 ml,패션 프루트 주스|10 ml,슈가시럽",14,13,vodka,4,2,14
1042,"잘게 부순 얼음|얼음|480 ml,앱솔루트 보드카|22.5 ml,슈가시럽|4 웨지,라임",38,2,vodka,2,6,15
1043,"얼음|480 ml,앱솔루트 루비 레드|150 ml,크랜베리 주스|레드 와인",26,3,vodka,4,7,15
1044,"얼음|480 ml,앱솔루트 와일드 티|120 ml,진저엘|10 ml,라임 주스|1 웨지,라임",31,0,vodka,4,2,22
1045,"잘게 부순 얼음|30 ml,앱솔루트 맨드린|480 ml,오렌지 주스|10 ml,라임 주스|10 ml,트리플 섹|0.94 ml,석류즙|오렌지",2,9,vodka,2,3,14
1046,"잘게 부순 얼음|20 ml,에이지드 쿠바럼|20 ml,라이트 럼|10 ml,앱솔루트 보드카|10 ml,라임 주스|10 ml,트리플 섹|배",33,8,vodka|rum,4,2,14
1047,"30 ml,앱솔루트 루비 레드|15 ml,크랜베리 주스|샴페인",23,4,vodka|champagne,1,2,4
